# Mat with 12 cores:
# ./scripts/run-mailserver.sh 12  (GOGC=200)

1 50.522445126
2 27.902739199
3 19.881305281
4 15.861715568
5 13.187963074
6 11.767957375
7 10.693501049
8 10.084773762
9 9.478697202
10 9.137152484
11 8.787776734
12 8.66570602
