# Mat with 12 cores:
# ./scripts/run-mailserver.sh 12

1 91.128
2 46.884
3 32.505
4 25.067
5 20.596
6 17.737
7 15.804
8 14.377
9 13.235
10 12.617
11 12.081
12 11.609
